Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade 4,Superfamily,Clade 5,Family,Subfamily,Lowest clade,Genus,Species,Taxon,Author,Year,Authority,Type_repository,Type_number,Type_specimen,Type_type,Repository_country,Type_country,Status,Notes
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton,eisfeldi,Melanerpeton eisfeldi,Werneburg,1988b,Werneburg (1988b),MNG,2992-68,MNG 2992-68,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton,humbergense,Melanerpeton humbergense,Boy,1978,Boy (1978),GPIM,N 832,GPIM-N 2013,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton,pusillum,Melanerpeton pusillum,Frič,1878,Frič (1878),NMP,433,NMP 433,Holotype,Czech Republic,Czech Republic,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton,sembachense,Melanerpeton sembachense,Werneburg,1989a,Werneburg (1989a),FG,321/8/198,FG 321/8/157,Holotype,Germany,Germany,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Melanerpeton,spiniceps,Melanerpeton spiniceps,"Geneitz, Deichmüller",1882,"Geneitz, Deichmüller (1882)",unknown,unknown,unknown,Type (unspecified),unknown,unknown,Junior synonym,information unknown from literature available to me
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Melanopelta,antiqua,Melanopelta antiqua,Shishkin,1967,Shishkin (1967),PIN,1584/7,PIN 1584/7,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N/A,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Melosaurus,compilatus,Melosaurus compilatus,Golubev,1995,Golubev (1995),PIN,4276/60,PIN 4276/60,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N/A,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Melosaurus,kamaensis,Melosaurus kamaensis,Gubin,1991,Gubin (1991),PIN,683/1,PIN 683/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N/A,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Melosaurus,platyrhinus,Melosaurus platyrhinus,Golubev,1995,Golubev (1995),PIN,161/1,PIN 161/1,Holotype,Russia,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N/A,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Melosaurus,uralensis,Melosaurus uralensis,von Meyer,1857,von Meyer (1857),MB,Am.334,MB.Am.334,Holotype,Germany,Russia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Memonomenos,dyscriton,Memonomenos dyscriton,Steen,1938,Steen (1938),NMP,6163,NMP M392,Holotype,Czech Republic,Czech Republic,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Memonomenos,amelangi,Memonomenos dyscriton,"Werneburg, Schoch",2024,"Werneburg, Schoch (2024)",NHMS,WP10000a-j,NHMS-WP10000a-j,Holotype,Czech Republic,Czech Republic,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Mentosaurus,waltheri,Mentosaurus waltheri,Roepke,1930,Roepke (1930),n/a,n/a,n/a,n/a,n/a,Germany,Nomen vanum,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metopias,stuttgartensis,Metopias stuttgartensis,Fraas,1913,Fraas (1913),SMNS,"11423, 12713, 12714","SMNS 11423, 12713, 12714",Syntypes,Germany,Germany,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,algarvensis,Metoposaurus algarvensis,"Brusatte, Butler, Mateus, Steyer",2015,"Brusatte, Butler, Mateus, Steyer (2015)",FCT-UNL,600,FCT-UNL 1598,Holotype,Portugal,Portugal,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metoposaurus,azerouali,Metoposaurus azerouali,Dutuit,1976,Dutuit (1976),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metoposaurus,bakeri,Metoposaurus bakeri,,, (),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metoposaurus,browni,Metoposaurus browni,Chowdhury,1965,Chowdhury (1965),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,diagnosticus,Metoposaurus diagnosticus,von Meyer,1842,von Meyer (1842),SMNS,10825,SMNS 10825,Holotype,Germany,Germany,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metoposaurus,diagnosticus diagnosticus,Metoposaurus diagnosticus diagnosticus,Sulej,2002,Sulej (2002),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metoposaurus,diagnosticus krasiejowensis,Metoposaurus diagnosticus krasiejowensis,Sulej,2002,Sulej (2002),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,durus,Metoposaurus durus,Cope,1866,Cope (1866),unknown,unknown,unknown,Holotype,USA,USA,Newer combination of a nomen dubium,type presumed to be among AMNH specimens
Temnospondyli,Rhachitomi,Trematosauria,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,fraasi,Metoposaurus fraasi,Lucas,1904,Lucas (1904),USNM,2152,USNM 2152,Holotype,USA,USA,Nomen dubium,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metoposaurus,fraasi fraasi,Metoposaurus fraasi fraasi,Chowdhury,1965,Chowdhury (1965),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metoposaurus,fraasi jonesi,Metoposaurus fraasi jonesi,Chowdhury,1965,Chowdhury (1965),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,heimi,Metoposaurus heimi,Kuhn,1932,Kuhn (1932),BSP,1931 X 3,BSP 1931 X 1,Holotype,Germany,Germany,Nomen dubium,formerly at BSP (destroyed)
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,hoffmani,Metoposaurus hoffmani,Dutuit,1978,Dutuit (1978),MNHN,"MAI-1, 2, 3, 4","MNHN MAI-1, 2, 3, 4",Syntypes,France,Madagascar,Nomen dubium,original institutional abbreviation was 'MAD' but unclear what this referred to (could have been 'Madagascar' and thus not an institution at all)
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,jonesi,Metoposaurus jonesi,Case,1920,Case (1920),UMMP,3814,UMMP 3814,Holotype,USA,USA,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,Sulej,2002,Sulej (2002),ZPAL,AbIII/358,ZPAL AbIII/358,Holotype,Poland,Poland,Valid,elevated from subspecies differentiation used by Sulej by Brusatte et al. (2015)
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metoposaurus,lyazidi,Metoposaurus lyazidi,Dutuit,1976,Dutuit (1976),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metoposaurus,ouazzoui,Metoposaurus ouazzoui,Dutuit,1976,Dutuit (1976),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,santaecrucis,Metoposaurus santaecrucis,Koken,1913,Koken (1913),GPIT,?,GIPT ?,Holotype,Germany,Italy,Disputed (species),"Schoch & Milner (2000) diagnosed the species, but metoposaurid workers have consistently regarded it as a nomen dubium following Hunt (1993)"
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Metoposaurus,ultimus,Metoposaurus ultimus,Kuhn,1939a,Kuhn (1939a),unknown,unknown,unknown,Type (unspecified),unknown,Germany,Junior synonym,information unknown from literature available to me
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Cyclotosauridae,Meyerosuchus,fuerstenbergianus,Meyerosuchus fuerstenbergianus,von Meyer,1847-1855,von Meyer (1847-1855),FSD,1,FSD-UR 702,Holotype,Germany,Germany,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Micrerpeton,caudatum,Micrerpeton caudatum,Moodie,1909a,Moodie (1909a),FMNH,UR 38,FMNH UR 336,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Micromelerpeton,boyi,Micromelerpeton boyi,Heyler,1994,Heyler (1994),MNHN,AUT 611,MNHN AUT 611,Holotype,France,France,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Micromelerpeton,credneri,Micromelerpeton credneri,"Bulman, Whittard",1926,"Bulman, Whittard (1926)",CAMZM,T.16,CAMZM uncatalogued,Lectotype,UK,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Micromelerpeton,ulmetense,Micromelerpeton ulmetense,Boy,2002a,Boy (2002a),GPIM,N 2013,GPIM-N 1217,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Micropholis,stowi,Micropholis stowi,Huxley,1859,Huxley (1859),NHMUK,R.4382,NHMUK R.4382,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Microposaurus,averyi,Microposaurus averyi,Warren,2012,Warren (2012),AM,F.135895,#REF!,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Microposaurus,casei,Microposaurus casei,Haughton,1925,Haughton (1925),SAM-PK,6556,SAM-PK-6556,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Milnererpeton,huberi,Milnererpeton huberi,"Hunt, Lucas, Berman",2002,"Hunt, Lucas, Berman (2002)",NMMNH,P-3696,NMMNH P-3696,Holotype,USA,USA,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Milneria,huberi,Milneria huberi,"Hunt, Lucas, Berman",1996,"Hunt, Lucas, Berman (1996)",n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination; original genus name preoccupied,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Miobatrachus,romeri,Miobatrachus romeri,Watson,1940,Watson (1940),FMNH,UC 2000,FMNH UC 182,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Moenkopisaurus,randalli,Moenkopisaurus randalli,Welles,1947,Welles (1947),UCMP,36189,UCMP 36189,Holotype,USA,USA,Nomen dubium,not to be confused with the type of 'Cyclotosaurus randalli'
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Montceaubatrachus,platyrynchus,Montceaubatrachus platyrynchus,Werneburg,2019,Werneburg (2019),MHNA,86015,MHNA 86015,Holotype,France,France,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Mordex,calliprepes,Mordex calliprepes,Steen,1938,Steen (1938),NHMUK,R.2817,NHMUK R.2817,Holotype,UK,Czech Republic,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Muchocephalus,muchos,Muchocephalus muchos,Watson,1962,Watson (1962),BP,1/213,BP/1/0579,Holotype,South Africa,South Africa,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mytaras,macrognathus,Mytaras macrognathus,Steen,1931,Steen (1931),NHMUK,PV R.2657,NHMUK PV R.2657,Holotype,UK,USA,Junior synonym,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Nannospondylus,stewarti,Nannospondylus stewarti,Olson,1965a,Olson (1965a),FMNH,UR 1002,FMNH UC 684,Holotype,USA,USA,Nomen dubium,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Nanobamus,macrorhinus,Nanobamus macrorhinus,"Schoch, Milner",2014,"Schoch, Milner (2014)",UCMP,203686,UCMP 203686,Holotype,USA,USA,Valid,formerly UCLA VP 3686
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Nanolania,anatopretia,Nanolania anatopretia,Yates,2000,Yates (2000),QM,F12293,QM F12293,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Negevodus,ramonensis,Negevodus ramonensis,Mazin,1986,Mazin (1986),HUJ,TR2000,HUJ 607,Holotype,Israel,Israel,Valid,
Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Neldasaurus,wrightae,Neldasaurus wrightae,Chase,1965,Chase (1965),MCZ,2200,MCZ 2200,Holotype,USA,USA,Valid,
Temnospondyli,N,N,N,N/A,Edopoidea,N/A,Cochleosauridae,N/A,Cochleosauridae,Nigerpeton,ricqlesi,Nigerpeton ricqlesi,"Sidor, O'Keefe, Damiani, Steyer, Smith, Larsson, Sereno, Ide, Maga",2005,"Sidor, O'Keefe, Damiani, Steyer, Smith, Larsson, Sereno, Ide, Maga (2005)",MNN,MOR69,MNN MOR69,Holotype,Niger,Niger,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Ninumbeehan,dookoodukah,Ninumbeehan dookoodukah,"So, Kufner, Pardo, Edwards, Price, Bevitt, LeClar-Diaz, St. Clair, Mann, Teran, Lovelace",2024,"So, Kufner, Pardo, Edwards, Price, Bevitt, LeClar-Diaz, St. Clair, Mann, Teran, Lovelace (2024)",UWGM,7264,UWGM 7264,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,N/A,Dissorophidae,Nooxobeia,gracilis,Nooxobeia gracilis,"Gee, Scott, Reisz",2018,"Gee, Scott, Reisz (2018)",UCMP,203066,UCMP 203066,Holotype,USA,USA,Valid,formerly UCLA VP 3066
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Notobrachyops,picketti,Notobrachyops picketti,Cosgriff,1973,Cosgriff (1973),MMF,F.8258,MMF F.8258,Holotype,Australia,Australia,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Nyranerpeton,amilneri,Nyranerpeton amilneri,Werneburg,2012,Werneburg (2012),NHMW,1898/X/21,NHMW-1898/X/21,Holotype,Czech Republic,Czech Republic,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Nyranerpeton,montceauense,Nyranerpeton montceauense,Werneburg,2019,Werneburg (2019),MHNA,3127,MHNA 3127,Holotype,France,France,Valid,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nyrania,trachystoma,Nyrania trachystoma,Frič,1885b,Frič (1885b),NMP,555,NMP 555,Holotype,Czech Republic,Czech Republic,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Odenwaldia,heidelbergensis,Odenwaldia heidelbergensis,"Morales, Kamphausen",1984,"Morales, Kamphausen (1984)",GPIH,SMO 1,GPIH ?,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Odontosaurus,voltzi,Odontosaurus voltzi,von Meyer,1835,von Meyer (1835),D,5689,D.3417,Holotype,France,France,Nomen dubium,formerly at Strasbourg (destroyed)
Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Onchiodon,credneri,Onchiodon credneri,Frič,1901,Frič (1901),NMP,M 632,NMP M 632,Lectotype,Czech Republic,Czech Republic,Valid,
Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Onchiodon,labyrinthicus,Onchiodon labyrinthicus,Geinitz,1862,Geinitz (1862),uncertain,uncertain,uncertain,Type (unspecified),uncertain,Germany,Valid,"specimen number and location unknown, probably not diagnostic (single tooth)"
Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Onchiodon,langenhani,Onchiodon langenhani,Werneburg,1989a,Werneburg (1989a),NHMS,P 15,NHMS P 15,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Onchiodon,manebachensis,Onchiodon manebachensis,Langenhan,1909,Langenhan (1909),PSUL,404,PSUL 404,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Onchiodon,thuringiensis,Onchiodon thuringiensis,Werneburg,2008,Werneburg (2008),NHMS,WP 2140a-z,NHMS WP 2140a-z,Holotype,Germany,Germany,Valid,
Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Osteophorus,roemeri,Osteophorus roemeri,von Meyer,1856,von Meyer (1856),unknown,unknown,unknown,Holotype,unknown,Poland,Valid,holotype lost; cast at ZPUW (Poland)
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Otocoelus,mimeticus,Otocoelus mimeticus,Cope,1896d,Cope (1896d),AMNH,FARB 4376,AMNH FARB 4343,Holotype,USA,USA,Junior synonym,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Otocoelus,testudineus,Otocoelus testudineus,Cope,1896a,Cope (1896a),AMNH,FARB 4343,AMNH FARB 4329,Holotype,USA,USA,Junior synonym,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Otuminisaurus,limensis,Otuminisaurus limensis,Rusconi,1948a,Rusconi (1948a),MCNA,2500,MCNA 2500,Holotype,Argentina,Argentina,Nomen dubium,holotype lost
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pachygonia,incurvata,Pachygonia incurvata,Huxley,1865,Huxley (1865),GSI,2257,GSI 2257,Holotype,India,India,Junior synonym,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Palatinerpeton,kraetschmeri,Palatinerpeton kraetschmeri,Boy,1996,Boy (1996),GSI,2257,GSI 2202,Holotype,India,India,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,N/A,N/A,Olsoniformes,Palodromeus,bairdi,Palodromeus bairdi,"Schoch, Hook, Henrici",2020,"Schoch, Hook, Henrici (2020)",CM,34608,CM 28590,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Panchetosaurus,panchetensis,Panchetosaurus panchetensis,Tripathi,1969,Tripathi (1969),GSI,17878,GSI 17754,Holotype,India,India,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Panthasaurus,maleriensis,Panthasaurus maleriensis,Roychowdhury,1965,Roychowdhury (1965),ISI,A 56,ISI A 56,Holotype,India,India,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Paracyclotosaurus,davidi,Paracyclotosaurus davidi,Watson,1958,Watson (1958),NHMUK,R.6000,NHMUK R.6000,Holotype,UK,Australia,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Paracyclotosaurus,morganorum,Paracyclotosaurus morganorum,"Damiani, Hancox",2003,"Damiani, Hancox (2003)",BP,1/5551,BP/1/5359,Holotype,South Africa,South Africa,Valid,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Rhinesuchinae,Rhinesuchidae,Parapytanga,catarinensis,Parapytanga catarinensis,"Strapasson, Pinheiro, Soares",2015,"Strapasson, Pinheiro, Soares (2015)",UFRGS,0355-P,UFRGS-0355-P,Holotype,Brazil,Brazil,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,N/A,Dissorophidae,Parioxys,bolli,Parioxys bolli,Carroll,1964,Carroll (1964),AMNH,FARB 7118,AMNH FARB 6952,Holotype,USA,USA,Valid,
Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Parioxys,ferricolus,Parioxys ferricolus,Cope,1878,Cope (1878),AMNH,FARB 4309,AMNH FARB 4280,Lectotype,USA,USA,Valid,
Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Parioxys,romeri,Parioxys romeri,Moustafa,1955a,Moustafa (1955a),MCZ,1965,MCZ 1965,Holotype,USA,USA,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Capitosauroidea,Parotosaurus,albertyni,Parotosaurus albertyni,Broom,1904,Broom (1904),SAM-PK,1876,SAM-PK-1876,Holotype,South Africa,South Africa,Nomen dubium,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Parotosaurus,wadei,Parotosaurus wadei,Cosgriff,1972,Cosgriff (1972),AM,F.165,AM F.135895,Holotype,Australia,Australia,Nomen dubium,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parotosuchus,aliciae,Parotosuchus aliciae,"Warren, Hutchinson",1988,"Warren, Hutchinson (1988)",n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,bogdoanus,Parotosuchus bogdoanus,Woodward,1932,Woodward (1932),PIN,2246/1,PIN 2246/1,Holotype,Russia,Russia,Disputed (species),"Russian workers consider this valid, whereas non-Russian workers largely regard it as undiagnostic"
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parotosuchus,crookshanki,Parotosuchus crookshanki,"Muhkerjee, Sengupta",1998,"Muhkerjee, Sengupta (1998)",n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,decumanticus,Parotosuchus decumanticus,"Schoch, Moreno",2024,"Schoch, Moreno (2024)",SMNS,91340,SMNS 91340,Holotype,Germany,Germany,Valid,"Russian workers consider this valid, whereas non-Russian workers largely regard it as undiagnostic"
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parotosuchus,denwai,Parotosuchus denwai,"Muhkerjee, Sengupta",1998,"Muhkerjee, Sengupta (1998)",n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,dirus,Parotosuchus dirus,Chernin,1978,Chernin (1978),SAM-PK,K434,SAM-PK-K434,Holotype,South Africa,South Africa,Nomen dubium,
Temnospondyli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Parotosuchus,gunganj,Parotosuchus gunganj,Warren,1980,Warren (1980),n/a,n/a,n/a,n/a,n/a,n/a,Outdated combination,
Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,haughtoni,Parotosuchus haughtoni,"Broili, Schröder",1937,"Broili, Schröder (1937)",BP,1/5673,BP/1/5551,Neotype,South Africa,South Africa,Valid,holotype (BSP 1934 VIII 50) was destroyed in WWII
