Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade 4,Superfamily,Clade 5,Family,Subfamily,Lowest clade,Genus,Species,Taxon,Author,Year,Authority,Type_repository,Type_number,Type_specimen,Type_type,Repository_country,Type_country,Status,Notes
266,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Mastodonsaurus,silesiacus,Mastodonsaurus silesiacus,Kunisch,1885,Kunisch (1885),unknown,unknown,unknown,Holotype,unknown,Poland,Nomen dubium,"no specimen number defined in Schoch & Milner (2000); Damiani (2001a) suggested it as a junior synonym of Parotosuchus nasutus, but it was not included in Schoch's (2018) latest revision"
267,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus,torvus,Mastodonsaurus torvus,Konzhukova,1955,Konzhukova (1955),PIN,415/1,PIN 415/1,Holotype,Russia,Russia,Valid,
268,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus,vaslenensis,Mastodonsaurus vaslenensis,von Meyer,1847-1855,von Meyer (1847-1855),unknown,unknown,unknown,Type (unspecified),unknown,France,Nomen dubium,"information unknown from literature available to me, sometimes considered a possible senior synonym of Mastodonsaurus cappelensis"
269,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Mastondosaurus,andriani,Mastondosaurus andriani,Muenster,1839,Muenster (1839),BSP,BT uncatalogued,BSP BT 14,Holotype,Germany,Germany,Nomen dubium,
270,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Mattauschia,laticeps,Mattauschia laticeps,Frič,1881,Frič (1881),NMP,M470/471,NMP M470/471,Lectotype,Czech Republic,Czech Republic,Valid,
271,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Megalophthalma,ockerti,Megalophthalma ockerti,"Schoch, Milner, Witzmann",2014,"Schoch, Milner, Witzmann (2014)",MHI,2047,MHI 2047,Holotype,Germany,Germany,Valid,
272,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton,arnhardti,Melanerpeton arnhardti,Werneburg,1988a,Werneburg (1988a),NHMS,195/43-44,NHMS 195/43-44,Holotype,Germany,Germany,Valid,
273,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton,eisfeldi,Melanerpeton eisfeldi,Werneburg,1988b,Werneburg (1988b),MNG,2992-68,MNG 2992-68,Holotype,Germany,Germany,Valid,
274,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton,humbergense,Melanerpeton humbergense,Boy,1978,Boy (1978),GPIM,N 832,GPIM-N 2013,Holotype,Germany,Germany,Valid,
275,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton,pusillum,Melanerpeton pusillum,Frič,1878,Frič (1878),NMP,433,NMP 433,Holotype,Czech Republic,Czech Republic,Valid,
276,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton,sembachense,Melanerpeton sembachense,Werneburg,1989a,Werneburg (1989a),FG,321/8/198,FG 321/8/157,Holotype,Germany,Germany,Valid,
277,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Melanopelta,antiqua,Melanopelta antiqua,Shishkin,1967,Shishkin (1967),PIN,1584/7,PIN 1584/7,Holotype,Russia,Russia,Valid,
278,Temnospondyli,Rhachitomi,Stereospondylomorpha,N/A,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Melosaurus,compilatus,Melosaurus compilatus,Golubev,1995,Golubev (1995),PIN,4276/60,PIN 4276/60,Holotype,Russia,Russia,Valid,
279,Temnospondyli,Rhachitomi,Stereospondylomorpha,N/A,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Melosaurus,kamaensis,Melosaurus kamaensis,Gubin,1991,Gubin (1991),PIN,683/1,PIN 683/1,Holotype,Russia,Russia,Valid,
280,Temnospondyli,Rhachitomi,Stereospondylomorpha,N/A,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Melosaurus,platyrhinus,Melosaurus platyrhinus,Golubev,1995,Golubev (1995),PIN,161/1,PIN 161/1,Holotype,Russia,Russia,Valid,
281,Temnospondyli,Rhachitomi,Stereospondylomorpha,N/A,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Melosaurus,uralensis,Melosaurus uralensis,von Meyer,1857,von Meyer (1857),MB,Am.334,MB.Am.334,Holotype,Germany,Russia,Valid,
282,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Mentosaurus,waltheri,Mentosaurus waltheri,Roepke,1930,Roepke (1930),n/a,n/a,n/a,n/a,n/a,Germany,Nomen vanum,
283,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metopias,stuttgartensis,Metopias stuttgartensis,Fraas,1913,Fraas (1913),SMNS,"11423, 12713, 12714","SMNS 11423, 12713, 12714",Syntypes,Germany,Germany,Nomen dubium,
284,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,algarvensis,Metoposaurus algarvensis,"Brusatte, Butler, Mateus, Steyer",2015,"Brusatte, Butler, Mateus, Steyer (2015)",FCT-UNL,600,FCT-UNL 1598,Holotype,Portugal,Portugal,Valid,
285,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,diagnosticus,Metoposaurus diagnosticus,von Meyer,1842,von Meyer (1842),SMNS,10825,SMNS 10825,Holotype,Germany,Germany,Valid,
286,Temnospondyli,Rhachitomi,Trematosauria,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,fraasi,Metoposaurus fraasi,Lucas,1904,Lucas (1904),USNM,2152,USNM 2152,Holotype,USA,USA,Nomen dubium,
287,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,heimi,Metoposaurus heimi,Kuhn,1932,Kuhn (1932),BSP,1931 X 3,BSP 1931 X 1,Holotype,Germany,Germany,Nomen dubium,formerly at BSP (destroyed)
288,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,hoffmani,Metoposaurus hoffmani,Dutuit,1978,Dutuit (1978),MNHN,"MAI-1, 2, 3, 4","MNHN MAI-1, 2, 3, 4",Syntypes,France,Madagascar,Nomen dubium,original institutional abbreviation was 'MAD' but unclear what this referred to (could have been 'Madagascar' and thus not an institution at all)
289,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,jonesi,Metoposaurus jonesi,Case,1920,Case (1920),UMMP,3814,UMMP 3814,Holotype,USA,USA,Nomen dubium,
290,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,krasiejowensis,Metoposaurus krasiejowensis,Sulej,2002,Sulej (2002),ZPAL,AbIII/358,ZPAL AbIII/358,Holotype,Poland,Poland,Valid,elevated from subspecies differentiation used by Sulej by Brusatte et al. (2015)
291,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Metoposaurus,santaecrucis,Metoposaurus santaecrucis,Koken,1913,Koken (1913),STIPB,?,STIPB ?,Holotype,Germany,Italy,Disputed (species),"Schoch & Milner (2000) diagnosed the species, but metoposaurid workers have consistently regarded it as a nomen dubium following Hunt (1993)"
292,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Cyclotosauridae,Meyerosuchus,fuerstenbergianus,Meyerosuchus fuerstenbergianus,von Meyer,1847-1855,von Meyer (1847-1855),FSD,1,FSD-UR 702,Holotype,Germany,Germany,Valid,
293,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Micromelerpeton,boyi,Micromelerpeton boyi,Heyler,1994,Heyler (1994),MNHN,AUT 611,MNHN AUT 611,Holotype,France,France,Valid,
294,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Micromelerpeton,credneri,Micromelerpeton credneri,"Bulman, Whittard",1926,"Bulman, Whittard (1926)",CAMZM,T.16,CAMZM uncatalogued,Lectotype,UK,Germany,Valid,
295,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Micromelerpeton,ulmetense,Micromelerpeton ulmetense,Boy,2002a,Boy (2002a),GPIM,N 2013,GPIM-N 1217,Holotype,Germany,Germany,Valid,
296,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Micropholis,stowi,Micropholis stowi,Huxley,1859,Huxley (1859),NHMUK,R.4382,NHMUK R.4382,Holotype,South Africa,South Africa,Valid,
297,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Microposaurus,averyi,Microposaurus averyi,Warren,2012,Warren (2012),AM,F.135895,#REF!,Holotype,Australia,Australia,Valid,
298,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Microposaurus,casei,Microposaurus casei,Haughton,1925,Haughton (1925),SAM-PK,6556,SAM-PK-6556,Holotype,South Africa,South Africa,Valid,
299,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,N/A,Branchiosauridae,Milnererpeton,huberi,Milnererpeton huberi,"Hunt, Lucas, Berman",2002,"Hunt, Lucas, Berman (2002)",NMMNH,P-3696,NMMNH P-3696,Holotype,USA,USA,Valid,
300,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Moenkopisaurus,randalli,Moenkopisaurus randalli,Welles,1947,Welles (1947),UCMP,36189,UCMP 36189,Holotype,USA,USA,Nomen dubium,not to be confused with the type of 'Cyclotosaurus randalli'
301,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Montceaubatrachus,platyrynchus,Montceaubatrachus platyrynchus,Werneburg,2019,Werneburg (2019),MHNA,86015,MHNA 86015,Holotype,France,France,Valid,
302,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Mordex,calliprepes,Mordex calliprepes,Steen,1938,Steen (1938),NHMUK,R.2817,NHMUK R.2817,Holotype,UK,Czech Republic,Valid,
303,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Nannospondylus,stewarti,Nannospondylus stewarti,Olson,1965a,Olson (1965a),FMNH,UR 1002,FMNH UC 684,Holotype,USA,USA,Nomen dubium,
304,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,N/A,N/A,Amphibamiformes,Nanobamus,macrorhinus,Nanobamus macrorhinus,"Schoch, Milner",2014,"Schoch, Milner (2014)",UCMP,203686,UCMP 203686,Holotype,USA,USA,Valid,formerly UCLA VP 3686
305,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,N/A,Rhytidosteidae,Nanolania,anatopretia,Nanolania anatopretia,Yates,2000,Yates (2000),QM,F12293,QM F12293,Holotype,Australia,Australia,Valid,
306,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Negevodus,ramonensis,Negevodus ramonensis,Mazin,1986,Mazin (1986),HUJ,TR2000,HUJ 607,Holotype,Israel,Israel,Valid,
307,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Neldasaurus,wrightae,Neldasaurus wrightae,Chase,1965,Chase (1965),MCZ,2200,MCZ 2200,Holotype,USA,USA,Valid,
308,Temnospondyli,N,N,N,N/A,Edopoidea,N/A,Cochleosauridae,N/A,Cochleosauridae,Nigerpeton,ricqlesi,Nigerpeton ricqlesi,"Sidor, O'Keefe, Damiani, Steyer, Smith, Larsson, Sereno, Ide, Maga",2005,"Sidor, O'Keefe, Damiani, Steyer, Smith, Larsson, Sereno, Ide, Maga (2005)",MNN,MOR69,MNN MOR69,Holotype,Niger,Niger,Valid,
309,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,N/A,Dissorophidae,Nooxobeia,gracilis,Nooxobeia gracilis,"Gee, Scott, Reisz",2018,"Gee, Scott, Reisz (2018)",UCMP,203066,UCMP 203066,Holotype,USA,USA,Valid,formerly UCLA VP 3066
310,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,Notobrachyops,picketti,Notobrachyops picketti,Cosgriff,1973,Cosgriff (1973),MMF,F.8258,MMF F.8258,Holotype,Australia,Australia,Valid,
311,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Nyranerpeton,amilneri,Nyranerpeton amilneri,Werneburg,2012,Werneburg (2012),NHMW,1898/X/21,NHMW-1898/X/21,Holotype,Czech Republic,Czech Republic,Valid,
312,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,N/A,Micromelerpetidae,N/A,Micromelerpetidae,Nyranerpeton,montceauense,Nyranerpeton montceauense,Werneburg,2019,Werneburg (2019),MHNA,3127,MHNA 3127,Holotype,France,France,Valid,
313,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Odenwaldia,heidelbergensis,Odenwaldia heidelbergensis,"Morales, Kamphausen",1984,"Morales, Kamphausen (1984)",GPIH,SMO 1,GPIH ?,Holotype,Germany,Germany,Valid,
314,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Odontosaurus,voltzi,Odontosaurus voltzi,von Meyer,1835,von Meyer (1835),D,5689,D.3417,Holotype,France,France,Nomen dubium,formerly at Strasbourg (destroyed)
315,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Onchiodon,credneri,Onchiodon credneri,Frič,1901,Frič (1901),NMP,M 632,NMP M 632,Lectotype,Czech Republic,Czech Republic,Valid,
316,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Onchiodon,labyrinthicus,Onchiodon labyrinthicus,Geinitz,1862,Geinitz (1862),uncertain,uncertain,uncertain,Type (unspecified),uncertain,Germany,Valid,"specimen number and location unknown, probably not diagnostic (single tooth)"
317,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Onchiodon,langenhani,Onchiodon langenhani,Werneburg,1989a,Werneburg (1989a),NHMS,P 15,NHMS P 15,Holotype,Germany,Germany,Valid,
318,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Onchiodon,manebachensis,Onchiodon manebachensis,Langenhan,1909,Langenhan (1909),PSUL,404,PSUL 404,Holotype,Germany,Germany,Valid,
319,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Onchiodon,thuringiensis,Onchiodon thuringiensis,Werneburg,2008,Werneburg (2008),NHMS,WP 2140a-z,NHMS WP 2140a-z,Holotype,Germany,Germany,Valid,
320,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Osteophorus,roemeri,Osteophorus roemeri,von Meyer,1856,von Meyer (1856),unknown,unknown,unknown,Holotype,unknown,Poland,Valid,holotype lost; cast at ZPUW (Poland)
321,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Otuminisaurus,limensis,Otuminisaurus limensis,Rusconi,1948a,Rusconi (1948a),MCNA,2500,MCNA 2500,Holotype,Argentina,Argentina,Nomen dubium,holotype lost
322,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Palatinerpeton,kraetschmeri,Palatinerpeton kraetschmeri,Boy,1996,Boy (1996),GSI,2257,GSI 2202,Holotype,India,India,Valid,
323,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,N/A,N/A,Olsoniformes,Palodromeus,bairdi,Palodromeus bairdi,"Schoch, Hook, Henrici",2020,"Schoch, Hook, Henrici (2020)",CM,34608,CM 28590,Holotype,USA,USA,Valid,
324,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,N/A,N/A,Trematosauroidea,Panchetosaurus,panchetensis,Panchetosaurus panchetensis,Tripathi,1969,Tripathi (1969),GSI,17878,GSI 17754,Holotype,India,India,Nomen dubium,
325,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Metoposauridae,N/A,Metoposauridae,Panthasaurus,maleriensis,Panthasaurus maleriensis,Roychowdhury,1965,Roychowdhury (1965),ISI,A 56,ISI A 56,Holotype,India,India,Valid,
326,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Paracyclotosaurus,davidi,Paracyclotosaurus davidi,Watson,1958,Watson (1958),NHMUK,R.6000,NHMUK R.6000,Holotype,UK,Australia,Valid,
327,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paracyclotosauridae,N/A,Paracyclotosauridae,Paracyclotosaurus,morganorum,Paracyclotosaurus morganorum,"Damiani, Hancox",2003,"Damiani, Hancox (2003)",BP,1/5551,BP/1/5359,Holotype,South Africa,South Africa,Valid,
328,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhinesuchidae,Rhinesuchinae,Rhinesuchidae,Parapytanga,catarinensis,Parapytanga catarinensis,"Strapasson, Pinheiro, Soares",2015,"Strapasson, Pinheiro, Soares (2015)",UFRGS,0355-P,UFRGS-0355-P,Holotype,Brazil,Brazil,Valid,
329,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,N/A,Dissorophidae,Parioxys,bolli,Parioxys bolli,Carroll,1964,Carroll (1964),AMNH,FARB 7118,AMNH FARB 6952,Holotype,USA,USA,Valid,
330,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Cacopinae,Dissorophidae,Parioxys,ferricolus,Parioxys ferricolus,Cope,1878,Cope (1878),AMNH,FARB 4309,AMNH FARB 4280,Lectotype,USA,USA,Valid,
331,Temnospondyli,N,N,N,N/A,N/A,N/A,N/A,N/A,Temnospondyli,Parioxys,romeri,Parioxys romeri,Moustafa,1955a,Moustafa (1955a),MCZ,1965,MCZ 1965,Holotype,USA,USA,Nomen dubium,
332,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Capitosauroidea,Parotosaurus,albertyni,Parotosaurus albertyni,Broom,1904,Broom (1904),SAM-PK,1876,SAM-PK-1876,Holotype,South Africa,South Africa,Nomen dubium,
333,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Parotosaurus,wadei,Parotosaurus wadei,Cosgriff,1972,Cosgriff (1972),AM,F.165,AM F.135895,Holotype,Australia,Australia,Nomen dubium,
334,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,bogdoanus,Parotosuchus bogdoanus,Woodward,1932,Woodward (1932),PIN,2246/1,PIN 2246/1,Holotype,Russia,Russia,Disputed (species),"Russian workers consider this valid, whereas non-Russian workers largely regard it as undiagnostic"
335,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,decumanticus,Parotosuchus decumanticus,"Schoch, Moreno",2024,"Schoch, Moreno (2024)",SMNS,91340,SMNS 91340,Holotype,Germany,Germany,Valid,"Russian workers consider this valid, whereas non-Russian workers largely regard it as undiagnostic"
336,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,dirus,Parotosuchus dirus,Chernin,1978,Chernin (1978),SAM-PK,K434,SAM-PK-K434,Holotype,South Africa,South Africa,Nomen dubium,
337,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,haughtoni,Parotosuchus haughtoni,"Broili, Schröder",1937,"Broili, Schröder (1937)",BP,1/5673,BP/1/5551,Neotype,South Africa,South Africa,Valid,holotype (BSP 1934 VIII 50) was destroyed in WWII
338,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,helgolandicus,Parotosuchus helgolandicus,Schröder,1913,Schröder (1913),MB,Am841,MB.Am841,Holotype,Germany,Germany,Valid,
339,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,komiensis,Parotosuchus komiensis,Novikov,1986,Novikov (1986),PIN,3361/18,PIN 3361/18,Holotype,Russia,Russia,Valid,
340,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,nasutus,Parotosuchus nasutus,von Meyer,1858,von Meyer (1858),MB,Am448,MB.Am448,Neotype,Germany,Germany,Valid,data for lectotype; neotype is from Germany and at MB (Germany)
341,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,orenburgensis,Parotosuchus orenburgensis,Konzhukova,1965,Konzhukova (1965),PIN,951/42,PIN 951/42,Holotype,Russia,Russia,Valid,
342,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,orientalis,Parotosuchus orientalis,Ochev,1966,Ochev (1966),PIN,104/222,PIN 104/222,Holotype,Russia,Russia,Valid,
343,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,panteleevi,Parotosuchus panteleevi,Ochev,1966,Ochev (1966),PIN,104/3518,PIN 104/3518,Holotype,Russia,Russia,Disputed (species),
344,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,ptaszynskii,Parotosuchus ptaszynskii,"Sulej, Niedźwiedzki",2013,"Sulej, Niedźwiedzki (2013)",MPT,P 272,MPT.P 272,Holotype,Poland,Poland,Valid,
345,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,sequester,Parotosuchus sequester,"Lozovsky, Shishkin",1974,"Lozovsky, Shishkin (1974)",PIN,3300/1,PIN 3300/1,Holotype,Russia,Kazahkstan,Valid,
346,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Paratosuchidae,N/A,Paratosuchidae,Parotosuchus,speleus,Parotosuchus speleus,"Shishkin, Sulej",2009,"Shishkin, Sulej (2009)",ZPAL,AbIV/105,ZPAL AbIV/105,Holotype,Poland,Poland,Valid,
347,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Parotosuchidae,N/A,Parotosuchidae,Parotosuchus,turfanensis,Parotosuchus turfanensis,Young,1966,Young (1966),IVPP,V.3230,IVPP V.3230,Holotype,China,China,Nomen dubium,
348,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Pasawioops,mayi,Pasawioops mayi,"Fröbisch, Reisz",2008,"Fröbisch, Reisz (2008)",OMNH,73019,OMNH 73019,Holotype,USA,USA,Valid,
349,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Pelorocephalus,cacheutensis,Pelorocephalus cacheutensis,Rusconi,1953,Rusconi (1953),MCNA,2966,MCNA 2966,Holotype,Argentina,Argentina,Valid,
350,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Pelorocephalus,ischigualastensis,Pelorocephalus ischigualastensis,Bonaparte,1975,Bonaparte (1975),MCZ,4299,MCZ 4299,Holotype,USA,Argentina,Valid,
351,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Pelorocephalus,mendozensis,Pelorocephalus mendozensis,Cabrera,1944,Cabrera (1944),MLP,44-VII-5-1,MLP 44-VII-5-1,Holotype,Argentina,Argentina,Valid,
