Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Taxon,Genus,Species,Institution,Number,Specimen,Length_mm,Epoch_lower,Epoch_upper,Reference,Geography,Notes
307,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,MNG,5331-208,MNG 5331-208,12.5,Cisuralian,Cisuralian,Werneburg (1988b:table 1),Germany,
308,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,MNG,5331-50,MNG 5331-50,8,Cisuralian,Cisuralian,Werneburg (1988b:table 1),Germany,
309,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,MNG,5348 u. 5356,MNG 5348 u. 5356,13,Cisuralian,Cisuralian,Werneburg (1988b:table 1),Germany,
310,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,MNG,5801-2,MNG 5801-2,7.5,Cisuralian,Cisuralian,Werneburg (1988b:table 1),Germany,
311,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,MNG,5801-4b,MNG 5801-4b,10,Cisuralian,Cisuralian,Werneburg (1988b:table 1),Germany,
312,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,NHMS,WP 2184/2,NHMS WP 2184/2,7.2,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
313,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,NHMS,WP 2188/1,NHMS WP 2188/1,5.6,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
314,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,NHMS,WP 2192/1,NHMS WP 2192/1,6.8,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
315,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,NHMS,WP 2193,NHMS WP 2193,12,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
316,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,NHMS,WP 2194,NHMS WP 2194,12,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
317,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,NHMS,WP 2267,NHMS WP 2267,15.5,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
318,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,UM,11/8,UM-11/8,8.2,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
319,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon kontheri,Apateon,kontheri,UM,24/1,UM-24/1,11,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
320,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,GPIM,N 1389,GPIM N 1389,6,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
321,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,GPIM,N 1471,GPIM N 1471,5.2,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
322,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,MB,Am 1247,MB.Am 1247,7.5,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
323,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,MB,Am 1253,MB.Am 1253,10.8,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
324,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,NHMS,WP 10618/1b,NHMS WP 10618/1b,2.4,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
325,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SMNS,54963,SMNS 54963,7.8,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
326,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SMNS,54976,SMNS 54976,9.2,Pennsylvanian,Pennsylvanian,Sanchez et al. (2010d:table 1),Germany,
327,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SMNS,54981,SMNS 54981,8.6,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
328,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SMNS,54988,SMNS 54988,10.6,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
329,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SMNS,55015,SMNS 55015,7.9,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
330,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SMNS,55016,SMNS 55016,6.4,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
331,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SMNS,55018,SMNS 55018,7.6,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
332,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SMNS,55019,SMNS 55019,7.1,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
333,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SMNS,56136A,SMNS 56136A,7.9,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
334,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SMNS,56136B,SMNS 56136B,8.4,Cisuralian,Cisuralian,Sanchez et al. (2010d:table 1),Germany,
335,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM14b,SSN-11OM14b,2.4,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
336,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM16a,SSN-11OM16a,2.2,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
337,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM1a,SSN-11OM1a,1.1,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,given as range of 1.1 to 1.3
338,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM20b,SSN-11OM20b,2.8,Cisuralian,Cisuralian,Werneburg (2018:13),Germany,given as range of 2.8 to 2.9
339,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM27a,SSN-11OM27a,2.7,Cisuralian,Cisuralian,Werneburg (2018:13),Germany,
340,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM29b,SSN-11OM29b,1.7,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
341,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM36a,SSN-11OM36a,2.6,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
342,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM36b,SSN-11OM36b,2.4,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
343,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM46a,SSN-11OM46a,2.5,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
344,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM47a,SSN-11OM47a,3.2,Cisuralian,Cisuralian,Werneburg (2018:13),Germany,
345,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM4b,SSN-11OM4b,1.3,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,given as range of 1.3 to 1.4
346,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM53,SSN-11OM53,1.7,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
347,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM54,SSN-11OM54,1.3,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,given as range of 1.3 to 1.4
348,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM57a,SSN-11OM57a,6.6,Cisuralian,Cisuralian,Werneburg (2018:13),Germany,
349,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM5b,SSN-11OM5b,1.1,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,given as range of 1.1 to 1.3
350,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,11OM63,SSN-11OM63,1.8,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
351,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon pedestris,Apateon,pedestris,SSN,OmW94,SSN-OmW94,1.5,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
352,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon sp.,Apateon,sp.,SSN,11OM15b,SSN-11OM15b,1,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,given as range of 1.0 to 1.1
353,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon sp.,Apateon,sp.,SSN,11OM25,SSN-11OM25,0.8,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
354,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon sp.,Apateon,sp.,SSN,11OM34,SSN-11OM34,1,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,given as range of 1.0 to 1.1
355,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon sp.,Apateon,sp.,SSN,11OM40,SSN-11OM40,1.3,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
356,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon sp.,Apateon,sp.,SSN,11OM45,SSN-11OM45,1,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,given as range of 1.0 to 1.1
357,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon sp.,Apateon,sp.,SSN,11OM61,SSN-11OM61,1.3,Cisuralian,Cisuralian,Werneburg (2018:7),Germany,
358,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon umbrosus,Apateon,umbrosus,NMP,unspecified,unspecified,6.7,Cisuralian,Cisuralian,Werneburg (1989b:table 2),N/A,upper bound
359,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Apateoninae,Branchiosauridae,Apateon umbrosus,Apateon,umbrosus,NMP,unspecified,unspecified,5.2,Cisuralian,Cisuralian,Werneburg (1989b:table 2),N/A,lower bound
360,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Aphaneramma gavialimimus,Aphaneramma,gavialimimus,UA,Amb007,UA-Amb007,400,Lower Triassic,Lower Triassic,Fortuny et al. (2018:5),Madagascar,
361,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Aphaneramma kokeni,Aphaneramma,kokeni,N/A,N/A,N/A,too incomplete,Lower Triassic,Lower Triassic,von Huene (1920),Pakistan,Maisch (2020:Appendix 2) provide measurements of the GPIT specimen in its incomplete state but no reconstructed estimates
362,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Trematosauria,Trematosauroidea,N/A,Trematosauridae,Lonchorhynchinae,Trematosauridae,Aphaneramma rostratum,Aphaneramma,rostratum,NHMUK,PV R 3180Р3182,NHMUK PV R 3180вЂ“3182,not yet estimated,Lower Triassic,Lower Triassic,Woodward (1904),Svalbard,
363,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,,,Capitosauroidea,Aquiloniferus kochi,Aquiloniferus,kochi,MGUH,At.1,MGUH At.1,not yet estimated,Lower Triassic,Lower Triassic,SГ¤ve-SГ¶derbergh (1935),Greenland,
364,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,Aquiloniferus kochi,Aquiloniferus,kochi,N/A,unspecified,N/A,too incomplete,Lower Triassic,Lower Triassic,SГ¤ve-SГ¶derbergh (1935),Greenland,
365,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,N/A,N/A,Stereospondyli,Arachana nigra,Arachana,nigra,FC-DPV,1369,FC-DPV 1369,162,Lopingian,Lower Triassic,PiГ±eiro et al. (2012:68),Uruguay,
366,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Aranetsia improvisa,Aranetsia,improvisa,N/A,N/A,N/A,too incomplete,Middle Triassic,Middle Triassic,Novikov & Shishkin (1992),Russia,
367,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Rhytidosteidae,Derwentiinae,Rhytidosteidae,Arcadia myriadens,Arcadia,myriadens,QM,F10121,QM F10121,not yet estimated,Lower Triassic,Lower Triassic,Warren & Black (1985),Australia,
368,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,BSM,1869 III 6,BSM 1869 III 6,53,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
369,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,BSM,1869 III 7,BSM 1869 III 7,38.1,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
370,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,GMBS,P/403,GMBS P/403,40.9,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
371,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,GMBS,P/498b,GMBS P/498b,148.4,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
372,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,IPFUB,13,IPFUB 13,51.4,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
373,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 116,MB.Am 116,278.7,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
374,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 117,MB.Am 117,206.4,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
375,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 123,MB.Am 123,92.8,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
376,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 126,MB.Am 126,50.4,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
377,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 127,MB.Am 127,170.7,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
378,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 134,MB.Am 134,18.4,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
379,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 136,MB.Am 136,210.6,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
380,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 138,MB.Am 138,145.5,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
381,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 139,MB.Am 139,242.3,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
382,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 140,MB.Am 140,27.9,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
383,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 143,MB.Am 143,223.6,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
384,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 149,MB.Am 149,259.8,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
385,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 150,MB.Am 150,188.7,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
386,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 153,MB.Am 153,96.5,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
387,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 156,MB.Am 156,114.4,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
388,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 167,MB.Am 167,125.2,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
389,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 169,MB.Am 169,115.6,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
390,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 172,MB.Am 172,81.5,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
391,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 173,MB.Am 173,225.9,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
392,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 174,MB.Am 174,217,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
393,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 178,MB.Am 178,73,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
394,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 184,MB.Am 184,75.9,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
395,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 186,MB.Am 186,73,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
396,Temnospondyli,Rhachitomi,Stereospondylomorpha,N,N/A,N/A,N/A,N/A,N/A,Stereospondylomorpha,Archegosaurus decheni,Archegosaurus,decheni,MB,Am 187,MB.Am 187,86.5,Cisuralian,Cisuralian,Witzmann & Scholz (2007:appendix A),Germany,
