Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Genus,Species,Taxon,Institution,Number,Specimen,Includes,Status,Geography,Assemblage.Zone,Group,Horizon,Formation,Epoch_lower,Epoch_upper,Site.name,Site.code,References,Notes
69,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Dissorophinae,Dissorophidae,Dissorophus,multicinctus,Dissorophus multicinctus,AMNH,FARB 4343,AMNH FARB 4343,partial skull; pectoral girdle; osteoderms,referred,USA,N/A,unknown,N/A,unknown,unknown,unknown,unknown,,Milner (2003); Schoch & Milner (2014),holotype of 'Otocoelus testudineus'
70,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Dissorophinae,Dissorophidae,Dissorophus,multicinctus,Dissorophus multicinctus,AMNH,FARB 4376,AMNH FARB 4376,"skull, anterior postcrania",referred,USA,N/A,unknown,N/A,unknown,unknown,unknown,unknown,,"DeMar (1966, 1968); Schoch & Milner (2014)",holotype of 'Otocoelus mimeticus'
71,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,megacephalus,Eryops megacephalus,AMNH,FARB 4556,AMNH FARB 4556,cranial fragments,referred,USA,N/A,unknown,N/A,unknown,Cisuralian,Cisuralian,unknown,,Schoch & Milner (2014),holotype of 'Anisodexis imbricarius'
72,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Eobrachyopoidae,N/A,Eobrachyopoidae,Isodectes,obtusus,Isodectes obtusus,AMNH,FARB 4569,AMNH FARB 4569,partial skull,referred,USA,N/A,N/A,N/A,Clear Fork Formation,Cisuralian,Cisuralian,Indian Creek,,Sequeira (1998),holotype of 'Trimerorhachis conangulus'
73,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,Zatracheidae,N/A,Zatracheidae,Dasyceps,microphthalmus,Dasyceps microphthalmus,AMNH,FARB 4586,AMNH FARB 4586,complete skull,holotype,USA,N/A,unknown,N/A,unknown,unknown,unknown,unknown,,Cope (1896c),
74,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,Zatracheidae,N/A,Zatracheidae,Zatrachys,serratus,Zatrachys serratus,AMNH,FARB 4587,AMNH FARB 4587,skull,neotype,USA,N/A,Wichita Group,N/A,unknown,unknown,unknown,unknown,,Langston (1953); Schoch (1997b),
75,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,Zatracheidae,N/A,Zatracheidae,Zatrachys,serratus,Zatrachys serratus,AMNH,FARB 4589,AMNH FARB 4589,partial skull,referred,USA,N/A,Wichita Group,N/A,unknown,unknown,unknown,unknown,,Langston (1953); Schoch (1997b),"listed as the neotype by Schoch & Milner (2014), but earlier publications list AMNH FARB 4587 (e.g., Langston, 1953, Schoch, 1997b)"
76,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Dissorophinae,Dissorophidae,Dissorophus,multicinctus,Dissorophus multicinctus,AMNH,FARB 4593,AMNH FARB 4593,"vertebrae, ribs, osteoderms",holotype,USA,N/A,unknown,N/A,unknown,unknown,unknown,unknown,,"DeMar (1966, 1968); Schoch & Milner (2014)",
77,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,megacephalus,Eryops megacephalus,AMNH,FARB 4594,AMNH FARB 4594,vertebrae,referred,USA,N/A,unknown,N/A,unknown,Cisuralian,Cisuralian,unknown,,Schoch & Milner (2014),holotype of 'Rhachitomus valens'
78,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,megacephalus,Eryops megacephalus,AMNH,FARB 4657,AMNH FARB 4657,nearly complete skeleton,referred,unspecified,N/A,unspecified,N/A,unspecified,unspecified,unspecified,unspecified,no reason to presume this is not from the Permian Texas red beds,Hart et al. (2022b),MNHN-F-1957-6 is a cast of this specimen
79,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,megacephalus,Eryops megacephalus,AMNH,FARB 4673,AMNH FARB 4673,complete skull,referred,unspecified,N/A,unspecified,N/A,unspecified,unspecified,unspecified,unspecified,,Witzmann & Werneburg (2017),
80,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Micropholidae,N/A,Micropholidae,Tersomius,texensis,Tersomius texensis,AMNH,FARB 4719,AMNH FARB 4719,"partial skull, mandible",holotype,USA,N/A,Wichita Group,N/A,Petrolia Formation,Cisuralian,Cisuralian,Little Wichita River,,Carroll (1964a); Maddin et al. (2013),
81,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Eobrachyopoidae,N/A,Eobrachyopoidae,Isodectes,obtusus,Isodectes obtusus,AMNH,FARB 4744,AMNH FARB 4744,partial skull,referred,USA,N/A,N/A,N/A,Clear Fork Formation,Cisuralian,Cisuralian,northwest of Indian Creek,,Sequeira (1998),
82,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,megacephalus,Eryops megacephalus,AMNH,FARB 4754,AMNH FARB 4754,"clavicle, ulna, radius, tibia",referred,USA,N/A,Wichita Group,N/A,Nocona Formation,Cisuralian,Cisuralian,"vicinity of North Fork of the Little Wichita River, precise locality uncertain",,Pawley & Warren (2006),
83,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Aspidosaurinae,Dissorophidae,Aspidosaurus,sp.,Aspidosaurus sp.,AMNH,FARB 4756,AMNH FARB 4756,partial postcranial skeleton,referred,USA,N/A,N/A,N/A,Clear Fork Formation,Cisuralian,Cisuralian,Coffee Creek,,Case (1911); Gee (2018),"holotype of 'Alegeinosaurus aphthitos,' erroneously reported as AMNH FARB 4556 by DeMar (1966)"
84,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,Zatracheidae,N/A,Zatracheidae,Dasyceps,microphthalmus,Dasyceps microphthalmus,AMNH,FARB 4783,AMNH FARB 4783,partial skull,referred,USA,N/A,unknown,N/A,unknown,unknown,unknown,unknown,,Schoch & Milner (2014),Cope (1896) only lists one additional specimen but Schoch & Milner (2014) list two
85,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Platyhystricinae,Dissorophidae,Platyhystrix,rugosa,Platyhystrix rugosa,AMNH,FARB 4785,AMNH FARB 4785,neural spines,holotype,USA,N/A,Cutler Group,N/A,El Cobre Canyon Formation,Cisuralian,Cisuralian,Arroyo del Agua,,Berman et al. (1981); Gee (2021),FARB' designation confirmed via AMNH database
86,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Aspidosaurinae,Aspidosaurinae,N/A,N/A,Aspidosaurinae indet.,AMNH,FARB 4785b,AMNH FARB 4785b,neural spines,referred,USA,N/A,Yeso Group,N/A,Abo Formation,Cisuralian,Cisuralian,Arroyo del Agua,,DeMar (1966); Schoch & Milner (2014),"holotype of 'Zatrachys apicalis,' not lost contra DeMar (1966) and Schoch & Milner (2014); see Gee (2018, 2021)"
87,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,grandis,Eryops grandis,AMNH,FARB 4786,AMNH FARB 4786,intercentra,referred,USA,N/A,Cutler Group,N/A,unclear,Cisuralian,Cisuralian,El Cobre Canyon,,Schoch & Milner (2014),"holotype of 'Eryops reticulatus'; it was reported from the Cutler Formation, but in this area, the Cutler Group is differentiated between the El Cobre Canyon and Arroyo del Agua Formations - because the species occurs in both, the formation is left unresolved "
88,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Dissorophinae,Dissorophidae,Dissorophus,multicinctus,Dissorophus multicinctus,AMNH,FARB 4850,AMNH FARB 4850,unspecified,referred,unspecified,N/A,unspecified,N/A,unspecified,unspecified,unspecified,unspecified,,Schoch (2012),
89,Temnospondyli,Rhachitomi,N,N,Eryopiformes,Eryopoidea,N/A,Eryopidae,Eryopinae,Eryopidae,Eryops,megacephalus,Eryops megacephalus,AMNH,FARB 4862,AMNH FARB 4862,ulna,referred,USA,N/A,Wichita Group,N/A,Petrolia Formation,Cisuralian,Cisuralian,south side of Godwin's Crrek,,Pawley & Warren (2006),
90,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,Aspidosaurinae,Dissorophidae,Aspidosaurus,glascocki,Aspidosaurus glascocki,AMNH,FARB 4864,AMNH FARB 4864,"cranial fragments, vertebrae, ribs, osteoderms",holotype,USA,N/A,Wichita Group,N/A,Petrolia Formation,Cisuralian,Cisuralian,west of Dundee,,Schoch & Milner (2014),
91,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,Zatracheidae,N/A,Zatracheidae,Zatrachys,serratus,Zatrachys serratus,AMNH,FARB 4896,AMNH FARB 4896,partial skull,referred,USA,N/A,unspecified,N/A,unknown,unknown,unknown,unknown,,Schoch & Milner (2014),
92,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Rhachitomi,Macrerpeton,huxleyi,Macrerpeton huxleyi,AMNH,FARB 6834,AMNH FARB 6834,partial skull (part/counterpart),holotype,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,Linton (Diamond Coal Mine),,Schoch & Milner (2021),
93,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Eobrachyopoidae,N/A,Eobrachyopoidae,Isodectes,obtusus,Isodectes obtusus,AMNH,FARB 6837,AMNH FARB 6837,unspecified,referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,Linton (Diamond Coal Mine),,Schoch & Milner (2014),holotype of 'Tuditanus tabulatus'
94,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Amphibamidae,N/A,Amphibamidae,Platyrhinops,lyelli,Platyrhinops lyelli,AMNH,FARB 6841,AMNH FARB 6841,nearly complete skeleton (part/counterpart),holotype,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,Linton (Diamond Coal Mine),,Clack & Milner (2009),
95,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 6902,AMNH FARB 6902,"partial skull, ribs, scales (acid mould)",referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),
96,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 6905,AMNH FARB 6905,"ribs, scales (acid mould)",referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),
97,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 6918,AMNH FARB 6918,"partial skull, postcrania (acid mould)",referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),
98,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Eobrachyopoidae,N/A,Eobrachyopoidae,Isodectes,obtusus,Isodectes obtusus,AMNH,FARB 6919,AMNH FARB 6919,unspecified,referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,Linton (Diamond Coal Mine),,Schoch & Milner (2014),holotype of 'Colosteus foveatus'
99,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 6922,AMNH FARB 6922,"partial skull, hemimandibles (acid mould)",holotype,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),
100,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 6923,AMNH FARB 6923,"nearly complete skull (part/counterpart, acid mould)",referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),holotype of 'Diceratosaurus laevis'
101,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 6924,AMNH FARB 6924,nearly complete skull,referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),holotype of 'Erpetosaurus acutirostris'
102,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 6927,AMNH FARB 6927,"partial skull, hemimandible (part/counterpart)",referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),
103,Temnospondyli,Rhachitomi,N,N,Dvinosauria,Dvinosauroidea,N/A,Eobrachyopoidae,N/A,Eobrachyopoidae,Isodectes,obtusus,Isodectes obtusus,AMNH,FARB 6928,AMNH FARB 6928,partial skull (acid mould),referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,Linton (Diamond Coal Mine),,Schoch & Milner (2014),
104,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 6929,AMNH FARB 6929,unspecified,referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),type of 'Diceratosaurus robustus'
105,Temnospondyli,Rhachitomi,N,N,N/A,N/A,N/A,N/A,N/A,Rhachitomi,Macrerpeton,huxleyi,Macrerpeton huxleyi,AMNH,FARB 6946,AMNH FARB 6946,partial skull,referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,Linton (Diamond Coal Mine),,Schoch & Milner (2021),holotype of 'Leptophractus dentatus'
106,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 6948,AMNH FARB 6948,"partial skull, interclavicle",referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),
107,Temnospondyli,N,N,N,N/A,Edopoidea,N/A,Cochleosauridae,N/A,Cochleosauridae,Adamanterpeton,ohioensis,Adamanterpeton ohioensis,AMNH,FARB 6954,AMNH FARB 6954,"partial skull, partial mandibles",referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (1998),
108,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 6997,AMNH FARB 6997,"partial pelvis, hindlimbs, vertebrae, scales (part/counterpart)",referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),
109,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Dissorophidae,N/A,Dissorophidae,Parioxys,bolli,Parioxys bolli,AMNH,FARB 7118,AMNH FARB 7118,"vertebrae, ribs, pelvic girlde, hindlimbs, partial forelimb",holotype,USA,N/A,Bowie Group,N/A,Archer City Formation,Cisuralian,Cisuralian,Archer City Bonebed,,Carroll (1964b),
110,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Phonerpeton,pricei,Phonerpeton pricei,AMNH,FARB 7150,AMNH FARB 7150,"nearly complete skull, postcrania",referred,USA,N/A,Bowie Group,N/A,Archer City Formation,Cisuralian,Cisuralian,Archer City Bonebed,,Dilkes (1990),
111,Temnospondyli,Rhachitomi,N,N,Dvinosauria,N/A,N/A,Trimerorhachidae,N/A,Trimerorhachidae,Erpetosaurus,radiatus,Erpetosaurus radiatus,AMNH,FARB 7492,AMNH FARB 7492,interclavicle (part/counterpart),referred,USA,N/A,Allegheny Group,N/A,Upper Freeport Coal,Middle Pennsylvanian,Middle Pennsylvanian,"Diamond Mine, Linton",,Milner & Sequeira (2011),
112,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Chigutisauridae,N/A,Chigutisauridae,Pelorocephalus,mendozensis,Pelorocephalus mendozensis,AMNH,FARB 7606,AMNH FARB 7606,skull,referred,Argentina,N/A,unspecified,N/A,unspecified,unspecified,unspecified,unspecified,,Warren (1981); Marsicano (1999); Warren & Marsicano (2000),
113,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Brachyopidae,N/A,Brachyopidae,N/A,N/A,Brachyopidae indet.,AMNH,FARB 9301,AMNH FARB 9301,partial left mandible,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974); Jupp & Warren (1986); Warren & Marsicano (2000); Schoch & Milner (2014),"referred specimen of 'Austrobrachyops jenseni'; Warren & Marsicano (2000) only referred this to Brachyopoidea indet. contra Schoch & Milner (2014, probably to Brachyopidae)"
114,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,N/A,N/A,Capitosauroidea,N/A,N/A,Capitosauroidea indet.,AMNH,FARB 9330,AMNH FARB 9330,left tabular,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),
115,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9331,AMNH FARB 9331,nearly complete right clavicle,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Mount Kenyon,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
116,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9332,AMNH FARB 9332,right radius,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
117,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9339,AMNH FARB 9339,mandible fragment,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
118,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9340,AMNH FARB 9340,cranial fragment,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
119,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9341,AMNH FARB 9341,intercentrum,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
120,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9342,AMNH FARB 9342,partial right clavicle,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
121,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9343,AMNH FARB 9343,partial left clavicle,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
122,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9344,AMNH FARB 9344,partial interclavicle,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
123,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9345,AMNH FARB 9345,left ilium,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
124,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9347,AMNH FARB 9347,mandible fragment,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
125,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,N/A,N/A,Lydekkerinidae,N/A,Lydekkerinidae,N/A,N/A,Lydekkerinidae indet.,AMNH,FARB 9348,AMNH FARB 9348,mandible fragment,referred,Antarctica,N/A,Victoria Group,N/A,Fremouw Formation,Lower Triassic,Lower Triassic,Coalsack Bluff,,Colbert & Cosgriff (1974),referral should be treated some tentatively given reassessment of Cryobatrachus kitchingi; referrals may have been largely on the basis of size not apomorphies
